# PWV uflux gflux rflux iflux zflux yflux
8.300000000000000000e+01 2.462947142235592500e+15 2.034950276279997440e+17 7.899049616030266880e+17 5.207910689439411200e+18 9.417054747995631616e+18 6.191617415867505664e+18
8.350000000000000000e+01 2.462944928087550000e+15 2.034920394245160640e+17 7.897954053706458880e+17 5.205125308964911104e+18 9.408423447796357120e+18 6.180771618170806272e+18
8.400000000000000000e+01 2.462942714030102500e+15 2.034890522127816960e+17 7.896860677731188480e+17 5.202349239213936640e+18 9.399830615958947840e+18 6.169996841245768704e+18
8.450000000000000000e+01 2.462940500063245000e+15 2.034860659917897280e+17 7.895769475287284480e+17 5.199582406646379520e+18 9.391275889950918656e+18 6.159292280165118976e+18
8.500000000000000000e+01 2.462938286186969500e+15 2.034830807605347840e+17 7.894680433684893440e+17 5.196824738700199936e+18 9.382758912653846528e+18 6.148657143146404864e+18
8.550000000000000000e+01 2.462936072401268000e+15 2.034800965180129280e+17 7.893593540359714560e+17 5.194076163772940288e+18 9.374279332253136896e+18 6.138090651269826560e+18
8.600000000000000000e+01 2.462933858706136500e+15 2.034771132632220480e+17 7.892508782871252480e+17 5.191336611203679232e+18 9.365836802130612224e+18 6.127592038203578368e+18
8.650000000000000000e+01 2.462931645101566500e+15 2.034741309951616640e+17 7.891426148901095680e+17 5.188606011255454720e+18 9.357430980759881728e+18 6.117160549936507904e+18
8.700000000000000000e+01 2.462929431587552500e+15 2.034711497128328960e+17 7.890345626251262720e+17 5.185884295098070016e+18 9.349061531604344832e+18 6.106795444517824512e+18
8.750000000000000000e+01 2.462927218164086500e+15 2.034681694152384960e+17 7.889267202842517760e+17 5.183171394791354368e+18 9.340728123017777152e+18 6.096495991803652096e+18
8.800000000000000000e+01 2.462925004831163500e+15 2.034651901013828160e+17 7.888190866712769280e+17 5.180467243268799488e+18 9.332430428147435520e+18 6.086261473210204160e+18
8.850000000000000000e+01 2.462922791588776500e+15 2.034622117702717760e+17 7.887116606015467520e+17 5.177771774321598464e+18 9.324168124839575552e+18 6.076091181473382400e+18
8.900000000000000000e+01 2.462920578436918500e+15 2.034592344209130880e+17 7.886044409018037760e+17 5.175084922583055360e+18 9.315940895547305984e+18 6.065984420414572544e+18
8.950000000000000000e+01 2.462918365375582500e+15 2.034562580523158400e+17 7.884974264100349440e+17 5.172406623513363456e+18 9.307748427240763392e+18 6.055940504712491008e+18
9.000000000000000000e+01 2.462916152404762000e+15 2.034532826634909120e+17 7.883906159753190400e+17 5.169736813384747008e+18 9.299590411319461888e+18 6.045958759680833536e+18
9.050000000000000000e+01 2.462913939524451000e+15 2.034503082534506880e+17 7.882840084576791040e+17 5.167075429266936832e+18 9.291466543526799360e+18 6.036038521051612160e+18
9.100000000000000000e+01 2.462911726734642500e+15 2.034473348212093120e+17 7.881776027279361280e+17 5.164422409012994048e+18 9.283376523866669056e+18 6.026179134763960320e+18
9.150000000000000000e+01 2.462909514035331500e+15 2.034443623657823040e+17 7.880713976675650560e+17 5.161777691245455360e+18 9.275320056522059776e+18 6.016379956758269952e+18
9.200000000000000000e+01 2.462907301426508000e+15 2.034413908861869440e+17 7.879653921685546240e+17 5.159141215342794752e+18 9.267296849775638528e+18 6.006640352775458816e+18
9.250000000000000000e+01 2.462905088908168000e+15 2.034384203814419520e+17 7.878595851332677120e+17 5.156512921426197504e+18 9.259306615932231680e+18 5.996959698161274880e+18
9.300000000000000000e+01 2.462902876480304500e+15 2.034354508505678720e+17 7.877539754743056640e+17 5.153892750346631168e+18 9.251349071243165696e+18 5.987337377675438080e+18
9.350000000000000000e+01 2.462900664142909500e+15 2.034324822925867200e+17 7.876485621143729920e+17 5.151280643672211456e+18 9.243423935832377344e+18 5.977772785305482240e+18
9.400000000000000000e+01 2.462898451895977500e+15 2.034295147065218880e+17 7.875433439861478400e+17 5.148676543675850752e+18 9.235530933624326144e+18 5.968265324085181440e+18
9.450000000000000000e+01 2.462896239739502500e+15 2.034265480913985920e+17 7.874383200321505280e+17 5.146080393323174912e+18 9.227669792273516544e+18 5.958814405917412352e+18
9.500000000000000000e+01 2.462894027673477000e+15 2.034235824462436800e+17 7.873334892046165760e+17 5.143492136260725760e+18 9.219840243095754752e+18 5.949419451401297920e+18
9.550000000000000000e+01 2.462891815697894500e+15 2.034206177700853120e+17 7.872288504653721600e+17 5.140911716804403200e+18 9.212042021000944640e+18 5.940079889663570944e+18
9.600000000000000000e+01 2.462889603812748500e+15 2.034176540619534400e+17 7.871244027857096960e+17 5.138339079928184832e+18 9.204274864427473920e+18 5.930795158193961984e+18
9.650000000000000000e+01 2.462887392018032500e+15 2.034146913208795520e+17 7.870201451462675200e+17 5.135774171253063680e+18 9.196538515278086144e+18 5.921564702684544000e+18
9.700000000000000000e+01 2.462885180313739000e+15 2.034117295458965760e+17 7.869160765369113600e+17 5.133216937036254208e+18 9.188832718857241600e+18 5.912387976872902656e+18
9.750000000000000000e+01 2.462882968699863000e+15 2.034087687360391040e+17 7.868121959566146560e+17 5.130667324160620544e+18 9.181157223809916928e+18 5.903264442389037056e+18
9.800000000000000000e+01 2.462880757176397000e+15 2.034058088903432320e+17 7.867085024133465600e+17 5.128125280124325888e+18 9.173511782061754368e+18 5.894193568605853696e+18
9.850000000000000000e+01 2.462878545743334500e+15 2.034028500078466880e+17 7.866049949239559680e+17 5.125590753030716416e+18 9.165896148760603648e+18 5.885174832493184000e+18
9.900000000000000000e+01 2.462876334400668000e+15 2.033998920875886400e+17 7.865016725140611840e+17 5.123063691578411008e+18 9.158310082219353088e+18 5.876207718475226112e+18
9.950000000000000000e+01 2.462874123148392000e+15 2.033969351286099840e+17 7.863985342179395840e+17 5.120544045051608064e+18 9.150753343860078592e+18 5.867291718291280896e+18
